
2	1162573
3	227137
4	250954
5	238242
6	356280
7	454972
8	415299
9	151494
10	190817
11	183902
12	162041
13	175381
14	188792
15	182645
16	184740
17	144510
18	152053
19	191376
20	222806
21	226718
22	234541
23	249557
24	253258
25	268555
26	257380
27	795816
28	307668
28	334768
30	336933
31	487520
32	457066
33	485913
34	476065
35	506098
36	495063
37	524816
38	560438
39	598992
40	547167
41	565467
42	598713
43	637408
44	659618
45	650678
46	324361
47	300893
48	318145
49	352509
50	320171
51	372205
52	361448
53	384009
54	306830
55	339238
56	343498
56	347549
57	360471
59	374859
60	368294
61	354953
62	398606
63	419700
64	408245
65	1007726
66	427313
67	418303
68	449663
69	435415
70	424170
71	454972
72	474878
73	487101
74	518182
75	552546
76	242363
77	224972
78	235239
79	223994
80	216729
81	228114
82	220920
83	234400
84	234261
85	265342
86	897651
87	249627
88	250115
89	249697
90	256681
91	257240
92	271837
93	278683
94	280149
95	270999
96	277425
97	317726
98	273164
99	281476
100	278054
